Charge Code,Charge Description
151945,MRI KNEE W/O CONT RIGHT
416885,"HC CRUTCHES.YOUTH.37-46""."
416889,HC TRAP.WATER.BELLOWS
416891,"HC POLYFLEX.II.3/32X18X24"""
416893,HC GW.CTO.APPROACH..014X300.
416895,HC VLV.MITRAL.MAGNA.EASE.25
416897,HC VLV.MITRAL.MAGNA.EASE.27
416899,HC VLV.MITRAL.MAGNA.EASE.29
416901,HC VLV.MITRAL.MAGNA.EASE.31
416903,HC VLV.MITRAL.MAGNA.EASE.33
416905,HC HINGE.MALE.HP
416907,HC PAIN INJ PARAVER FAC L/S L3 W/FLO
416910,HC PAIN REFILL/MAINT PUMP
416934,HC WND MISCELLANEOUS CHARGE
416936,HC STIRRUP.ANKLE.W/PAD.STD.
416938,HC NDL.CRV.PLUS.11GX19CM
416940,HC ST.PERICARDIOCENTESIS.LCK
416942,HC SCRW.3.5X10MM.W/HEAD.GOLD
416944,HC SCRW.3.5X52MM.W/HEAD.GOLD
416946,HC SCRW.3.5X56MM.W/HEAD.GOLD
416948,HC SCRW.3.5X60MM.W/HEAD.GOLD
416950,HC SCRW.4.0X10MM.W/HEAD.BL.
416952,HC SCRW.4.0X12MM.W/HEAD.BL.
416954,HC SCRW.4.0X52MM.W/HEAD.BL.
416956,HC SCRW.4.0X56MM.W/HEAD.BL.
416958,HC SCRW.4.0X60MM.W/HEAD.BL.
416964,SPECIFIC GRAVITY
416974,REFLEX TIQ
417203,COCAINE AND METABOLITE(B) CONFIRM
417305,HC CATH.BALL.SINUS.RELIEVA
417319,HC ICD.ELLIPSE.VR.
417321,HC ICD.ELLIPSE.VR.DF4.
417323,HC ICD.ELLIPSE.DR.
417325,HC ICD.ELLIPSE.DR.DF4
417335,HC CATH.PREDTR.30GRT.1.25
417337,HC CATH.PREDTR.30GRT.1.50
417339,HC BIT.DRL.2.0MM.COMPLT.
417341,HC RELOAD.ECHELON.60.WHT
417343,HC RELOAD.ECHELON.60.GRY
417345,HC PILLCAM.SB.II
417347,HC TR.PROCEDURE.BN.MARROW
417349,HC CATH.VERT.5FRX100.038.
417351,HC CATH.ANGIO.5FRX125.VTK.
417353,HC CATH.SLIP.5FRX125.VTK.
417355,"HC GW.035""X150.STD.ANG."
417357,HC CATH.GLIDE.5FRX100.SM1.
417359,HC BALL.MAXI.LD.5FR.25X4X110
417361,HC SHTH.FLEXOR.ANSEL.6X45.
417363,HC GW.APPROACH.6GR.014X300
417365,HC SHOE.WOMEN.ORTHO.HIGHTOP
417367,HC ST.NDL.COAXIAL.22X10CM
417369,HC ST.NDL.COAXIAL.22X15CM
417371,HC ST.NDL.COAXIAL.20X15CM
417373,HC ST.NDL.COAXIAL.20X20CM
417375,HC ST.NDL.COAXIAL.22X20CM
417377,HC CATH.MICRO.150X50CM.STRT.
417379,HC CATH.MICRO.150X50CM.45DEG
417381,HC CATH.MICRO.150X20CM.90DEG
417383,HC CATH.MICRO.150X20CM.STRT.
417385,HC CATH.MICRO.150X45CM.STRT.
417387,HC CATH.MICRO.150X20CM.45DEG
417389,HC CATH.MICRO.150X20CM.90DEG
417391,HC CATH.MICRO.150X15CM.STRT.
417393,HC CATH.MICRO.150X5CM.45DEG.
417395,HC CATH.MICRO.150X5CM.90DEG.
417397,HC CATH.GD.6FRX100CM.MULTI-P
417399,HC CATH.GD.5FRX90CM.HHUNTER1
417401,HC CATH.GD.5FRX100CM.MULTI-P
417403,HC BALL.OCL.4X7MM.ASCENT.
417405,HC BALL.OCL.4X10MM.ASCENT.
417407,HC KT.LAT.ACCESS.GEN2.
417409,HC KT.LAT.MONITOR.GEN2.
417411,HC RMR.METATARSAL.SZ30/40.
417413,HC GRFT.TAG.26MMX10CM.
417415,HC GRFT.TAG.CONFORM.31X26X10
417417,HC GRFT.TAG.CONFORM.34X34X15
417419,HC GRFT.TAG.37MMX10CM.
417421,HC GRFT.TAG.CONFORM.26X21X10
417423,HC GRFT.TAG.CONFORM.40X40X10
417425,HC GRFT.TAG.CONFORM.34X34X20
417427,HC STNT.PALMAZ.UNMNT.XL.50MM
417429,HC STNT.UNI.9FR.16X20MM.
417431,HC STNT.UNI.9FR.16X40MM.
417433,HC STNT.UNI.9FR.16X90MM.
417435,HC STNT.UNI.10FR.18X40MM.
417437,HC STNT.UNI.10FR.20X40MM.
417439,HC STNT.UNI.10FR.22X45MM.
417441,HC STNT.UNI.11FR.24X35MM.
417443,HC STNT.UNI.11FR.24X45MM.
417445,HC STNT.UNI.11FR.24X70MM.
417447,HC STNT.UNI.10FR.20X80MM.
417449,HC STNT.UNI.10FR.22X35MM.
417452,HC NUC SCAN RENAL-MAG3 W/O DRUG
417454,HC PANEL - SCAN RENAL-MAG3 W/O DRUG
417468,BALL.SPRINTER.RX.1.25X6
417470,BALL.SPRINTER.RX.1.25X10
417472,HC CATH.BALL.TAMPONADE.54CM
417474,HC BRUSH.MICRO.1.0X1.7X100
417476,HC SZR.BRST.SAL.300-330CC
417478,HC HOOK.LAMINAR.OFST.LT.5MM.
417480,HC HOOK.LAMINAR.OFST.RT.5MM.
417482,HC HOOK.LAMINAR.STD.5MM.
417484,HC HOOK.LAMINAR.OFST.LT.6MM.
417486,HC HOOK.LAMINAR.OFST.RT.6MM.
417488,HC HOOK.LAMINAR.STRT.6MM.
417490,HC CONN.CRSLNK.SM.30-37.
417492,"HC MATRIX.WOUND.DRSG.2X2""."
417494,HC COIL.HLCL.XSFT.2X4.
417496,HC COIL.HLCL.XSFT.2X6.
417498,HC COIL.HLCL.XSFT.2X8.
407141,HC BIT.DRL.CANN.5.0MM.
407143,HC SYS.DLV.NAVIFLEX.RX.10F
407145,HC CATH.PUSHING.10X170
407147,HC BUR.ACORN.6MM
407149,HC SLV.DRL.MEASURING.100MM.
407151,HC TOTAL.ANKLE
407153,HC SCRW.CANN.6.5X50.16.THRD
407155,HC SCRW.CANN.6.5X70.16.THRD
407157,HC SCRW.CANN.6.5X75.16.THRD
407159,HC PL.DIA.META.9H.SHAFT.RT
407161,HC PL.DIA.META.9H.SHAFT.RT
407163,HC PL.CLAVICAL.LCP.9H.89MM
407165,HC PL.CLAVICAL.LCP.11H.113MM
407167,HC SCRW.LCK.S/T.2.7X24MM
407169,HC FIXATOR.LP.WRST.S/D.200MM
407171,HC PL.L.90D.TIT.2X2H.LNG.0.7
407173,HC PIN.PSTN.4.5MM.N/T.SS.
407175,HC PIN.PSTN.4.5MM..N/T.TIT.
407177,HC SCRW.LAG.2.0X8MM
407179,HC SCRW.LAG.2.0X10MM
407181,HC SCRW.LAG.2.0X12MM
407183,HC SCRW.LAG.2.0X14MM
407185,HC SCRW.LAG.2.0X16MM
407187,HC SCRW.LAG.2.0X18MM
407189,HC SCRW.LAG.2.0X20MM
407191,HC SCRW.LAG.2.0X22MM
407193,HC SCRW.LAG.1.2X6MM
407195,HC SCRW.LAG.1.2X8MM
407197,HC SCRW.LAG.1.2X10MM
407199,HC SCRW.LAG.1.2X12MM
407201,HC SCRW.LAG.1.2X14MM
407203,HC SCRW.LAG.1.2X16MM
407205,HC SCRW.LAG.2.4X8MM
407207,HC SCRW.LAG.2.4X10MM
407209,HC SCRW.LAG.2.4X12MM
407211,HC SCRW.LAG.2.4X18MM
407213,HC SCRW.LAG.2.4X20MM
407215,HC SCRW.LAG.2.4X26MM
407217,HC SCRW.LAG.2.4X28MM
407219,HC SCRW.LAG.2.4X30MM
407221,HC SCRW.LAG.2.4X32MM
407223,HC SCRW.LAG.3.0X12MM
407225,HC SCRW.LAG.3.0X14MM
407227,HC SCRW.LAG.3.0X16MM
407229,HC SCRW.LAG.3.0X20MM
407231,HC SCRW.LAG.3.0X22MM
407233,HC SCRW.LAG.3.0X24MM
407235,HC SCRW.LAG.3.0X26MM
407237,HC SCRW.LAG.3.0X28MM
407239,HC SCRW.LAG.3.0X30MM
407241,HC SCRW.LAG.3.0X32MM
407243,HC SCRW.LAG.3.0X34MM
407245,HC SCRW.LAG.3.0X36MM
407247,HC SCRW.CANC.4.0X20MM
407249,HC PL.8H.STRT
407251,HC PL.7H.STRT
407253,HC SCRW.CORT.3.5X22MM.LCK
407255,HC CLMP.PIN.TO.ROD.SNGL.ADJ
407257,HC ROD.CARBON.FBR.11X250MM
407259,HC CLMP.ROD.TO.ROD.SNGL.ADJ
407261,HC SCRW.CANN.S/THRD.7.5X85.
407263,HC SCRW.CANN.S/THRD.7.5X90.
407265,HC SCRW.CANN.S/THRD.6.7X55.
407267,HC SCRW.CANN.S/THRD.6.7X60.
407269,HC CLMP.PIN.TO.ROD.DBL.ADJ.
407271,HC ROD.CARBON.FBR.11X350MM.
407273,HC GEL.VOICE.RADIESSE.1.0CC.
407275,HC K-WIRE.NON.THRD.3.0MM
407277,HC SCRW.CANN.7.5X80MM.S/THRD
407279,HC K-WIRE.THRD.3.0MM
407281,HC WASHER.13MM
407283,HC INSERT BRONCHIAL VALVE
407284,HC REMOVE BRONCHIAL VALVE
407285,HC REMOVE BRONCHIAL VALVE ADDL
407547,"HC LAB POMPE DISEASE, KNOWN MUTATION"
407549,"HC LAB ACID ALPHA-GLUCOSIDASE, BLOOD SPOT"
407551,HC LAB ZZ ENZYMATIC DIGESTION 1 POMPE KM
407553,HC LAB ZZ ENZYMATIC DIGESTION 2 POMPE KM
407555,HC LAB ZZ AMPLIFICATION TARGET 1 POMPE KM
407557,HC LAB ZZ AMPLIFICATION TARGET 2 POMPE KM
407559,HC LAB ZZ SEPARATION AND ID HR 1 POMPE KM
407561,HC LAB ZZ SEPARATION AND ID HR 2 POMPE KM
407563,HC LAB ZZ SEPARATION AND ID HR 3 POMPE KM
407565,HC LAB ZZ SEPARATION AND ID HR 4 POMPE KM
407567,HC LAB ZZ INTERP AND REPORT POMPE KM
407569,HC PANEL -  MOLECULAR ISOLATION (POMPE KM)*
407571,"HC LAB JC VIRUS, PCR, BLOOD"
407581,HC CAPITATED IMPLANT CHARGE
407586,HC NDL.BIOPSY.TISS.14GX11CM
407588,HC BALL.REPL.24FR.STRT.G-TU.
407590,HC NDL.CAL.FRANSEEN.18X15
407592,HC KT.STIMUCATH.CONT.NERVE
407594,HC HANDPIECE.F/HYDRODEBRIDER
407596,HC FRAP.STRAP.
407598,HC LOOP.THUMB.ROLYAN.ADOLES.
407600,HC DRSG.VAC.SM.WHT.FOAM.
407602,HC TU.ET.6.0MM.SPRL.FLX.CUFF
407604,HC BIT.DRL.3.2MM.
407673,HC LEAD.ISOFLEX.OPTIM.58CM
407675,HC STNT.EVERFLX.7X80MMX120CM
407677,HC STNT.EVERFLX.7X60MMX120CM
407688,HC SCRW.CORT.S/T.2.7X10MM
407690,HC SCRW.CORT.S/T.2.7X12MM
407692,HC SCRW.CORT.S/T.2.7X14MM
407694,HC SCRW.CORT.S/T.2.7X16MM
407696,HC SCRW.CORT.S/T.2.7X18MM
407698,HC SCRW.CORT.S/T.2.7X20MM
407700,HC SCRW.CORT.S/T.2.7X22MM
407702,HC SCRW.CORT.S/T.2.7X24MM
407704,HC SCRW.CORT.S/T.2.7X26MM
417500,HC COIL.CMPLX.XSFT.2X2.
417502,HC COIL.CMPLX.XSFT.2.5X2.5.
417504,HC COIL.CMPLX.XSFT.2.5X5.
417506,HC COIL.CMPLX.XSFT.3X3.
417508,HC COIL.CMPLX.XSFT.3X4.
417510,HC COIL.CMPLX.XSFT.3X6.
417512,HC COIL.CMPLX.XSFT.3X8.
417514,HC COIL.CMPLX.XSFT.3.5X5.
417516,HC COIL.CMPLX.XSFT.3.5X7.5.
417518,HC COIL.CMPLX.XSFT.3.5X9.
417520,HC COIL.CMPLX.XSFT.4X4.
417522,HC COIL.CMPLX.XSFT.4X6.
417524,HC COIL.CMPLX.XSFT.4X8.
417526,HC COIL.CMPLX.XSFT.4X10.
417528,HC COIL.CMPLX.FILL.2X1.5.
417530,HC COIL.CMPLX.FILL.2X2.
417532,HC COIL.CMPLX.FILL.3X4.
417534,HC COIL.CMPLX.FILL.3X6.
417536,HC COIL.CMPLX.FILL.3X8.
417538,HC COIL.CMPLX.FILL.4X4.
417540,HC COIL.CMPLX.FILL.4X10.
417542,HC COIL.CMPLX.FILL.4X12.
417544,HC COIL.CMPLX.FILL.5X5.
417546,HC COIL.CMPLX.FILL.5X10.
417548,HC COIL.CMPLX.FILL.5X15.
417550,HC COIL.CMPLX.FILL.6X10.
417552,HC COIL.CMPLX.FILL.6X20.
417554,HC COIL.CMPLX.FILL.7X15.
417556,HC COIL.CMPLX.FILL.7X21.
417558,HC COIL.CMPLX.FILL.8X15.
417560,HC COIL.CMPLX.FILL.8X24.
417562,HC COIL.CMPLX.FILL.9X15.
417564,HC COIL.CMPLX.FILL.9X25.
417566,HC COIL.CMPLX.FRAME.6X20.
417568,HC COIL.CMPLX.FRAME.7X25.
417570,HC COIL.CMPLX.FRAME.8X30.
417572,HC COIL.CMPLX.FRAME.9X30.
417574,HC COIL.CMPLX.FRAME.10X30.
417576,HC COIL.CMPLX.FRAME.12X30.
417578,HC COIL.CMPLX.FRAME.14X30.
417580,HC COIL.CMPLX.FRAME.16X30.
417582,HC COIL.CMPLX.FRAME.18X30.
417584,HC COIL.CMPLX.FRAME.20X30.
417586,HC DEV.COIL.ASSIST.4.5X22
417588,HC DEV.COIL.ASSIST.4.5X28
417590,HC IMP.BRST.SAL.RND.150CC
417592,HC IMP.BRST.SIL.RND.180CC
417594,HC IMP.BRST.SAL.LP.420-440CC
417596,HC IMP.BRST.SAL.LP.440-460CC
418000,COMMENT
418002,T4 FREE (RF)
418172,AMPHETAMINE REFLEX ORDER
418178,DRUG PROFILE 799023
418626,REFLEX FOR MICRO
418634,OPIATES CONF (GC/MS)
418636,"COCAINE (GC/MS), URINE"
418638,DRUG PROFILE 799031
418640,"CANNABINOID CONFIRMATION, UR"
418644,PANEL 716105
418948,APHL HIV WESTERN BLOT MANIFEST
418988,"AMPHETAMINE CONFIRMATION, UR"
419036,IO XGEVA ADMINISTRATION
419114,AB SCR+ANTIBODY ID
419354,INCUBATED PTT LA MIX
419564,CANNABINOID CONF (GC/MS)
419572,"PHENCYCLIDINE CONFIRMATION, UR"
419724,"TEST IN QUESTION - DUPLICATE ALCOHOL,ETHYL"
419726,TEST IN QUESTION - DUPLICATE AMINO ACIDS
419734,TEST IN QUESTION - DUPLICATE ANA
419738,TEST IN QUESTION - DUPLICATE ANTITHROMBIN
419748,TEST IN QUESTION - DUPLICATE APO TESTS
419754,TEST IN QUESTION - DUPLICATE BILIRUBIN
419766,TEST IN QUESTION - DUPLICATE CHOLINESTER.
419768,TEST IN QUESTION - DUPLICATE CHLORAMPHEN.
419770,TEST IN QUESTION - DUPLICATE CMV
419772,TEST IN QUESTION - CUSTOM PANEL
419780,TEST IN QUESTION - DUPLICATE CRYPTO. AG
419782,TEST IN QUESTION - DUPLICATE CYCLOSPORINE
419802,TEST IN QUESTION - DUPLICATE IRON
419818,TEST IN QUESTION - DUPLICATE HEP B AB
419820,TEST IN QUESTION - DUPLICATE HEP B
419822,TEST IN QUESTION - DUPLICATE HCV QNT
419824,TEST IN QUESTION - DUPLICATE HOMOCYSTINE
419826,TEST IN QUESTION - DUPLICATE HEPATITIS PNL
419828,TEST IN QUESTION - DUPLICATE HIV
419836,TEST IN QUESTION - DUPLICATE HIV TIQ
419838,TEST IN QUESTION - DUPLICATE HPC
419862,TEST IN QUESTION - DUPLICATE INFLUENZA
420026,TEST IN QUESTION - DUPLICATE MYCOPLASMA
420036,TEST IN QUESTION - DUPLICATE OCCULT BLOOD
420046,TEST IN QUESTION - DUPLICATE PAP
420052,TEST IN QUESTION - DUPLICATE PROTEIN PNLS
420054,TEST IN QUESTION - DUPLICATE PHENCYCLIDINE
420058,TEST IN QUESTION - DUPLICATE PSA
420272,TEST IN QUESTION - DUPLICATE RPR
420742,"INSULIN RESPONSE TO GLUCOSE, 360 MINUTES"
420766,TEST IN QUESTION - DUPLICATE MATERNAL SCR.
420768,"TEST IN QUESTION - DUPLICATE STREP AG A,"
420776,TEST IN QUESTION - DUPLICATE TSH
421426,"DRUG CONFIRMATION, 2 DRUG"
421428,"DRUG CONFIRMATION, 2 DRUG"
421430,"QUALITATIVE DRUG CONFIRM, 2 PROCEDURES"
421432,"DRUG CONFIRMATION, 2 DRUG"
421434,"DRUG CONFIRMATION, 3 DRUG"
421436,"DRUG CONFIRMATION, 3 DRUG"
421438,"QUALITATIVE DRUG CONFIRM, 3 PROCEDURES"
421440,"QUALITATIVE DRUG CONFIRM, 3 PROCEDURES"
421442,"DRUG CONFIRMATION, 3 DRUG"
421504,"DRUG CONFIRMATION, 1 DRUG"
421506,"DRUG CONFIRMATION, 1 DRUG"
421508,"QUALITATIVE DRUG CONFIRM, 1 PROCEDURE"
421510,"DRUG CONFIRMATION, 1 DRUG"
421900,BENZODIAZEPINES CONFIRMATION
422252,"PAIN MGMT,BENZODIAZEPINES QN, URINE"
422262,"PAIN MGMT, PHENCYCLIDINE QN, URINE"
422840,"BENZODIAZEPINES CONFIRMATION, MECONIUM"
407706,HC SCRW.CORT.S/T.2.7X28MM.
407708,HC SCRW.CORT.S/T.2.7X30MM.
407710,HC SCRW.CORT.S/T.2.7X32MM.
407712,HC SCRW.CORT.S/T.2.7X34MM.
407714,HC SCRW.CORT.S/T.2.7X36MM.
407716,HC SCRW.CORT.S/T.2.7X38MM.
407718,HC SCRW.CORT.S/T.2.7X40MM.
407720,HC SCRW.CORT.S/T.2.7X45MM.
407722,HC SCRW.CORT.S/T.2.7X50MM.
407724,HC SCRW.CORT.S/T.2.7X55MM.
407726,HC SCRW.CORT.S/T.2.7X60MM.
407728,HC SCRW.CORT.S/T.2.7X65MM.
407730,HC SCRW.CORT.S/T.2.7X70MM.
407732,HC SCRW.LCK.S/T.3.5X10MM.
407734,HC SCRW.LCK.S/T.3.5X12MM.
407736,HC SCRW.LCK.S/T.3.5X14MM.
407738,HC SCRW.LCK.S/T.3.5X16MM.
407740,HC SCRW.LCK.S/T.3.5X18MM.
407742,HC SCRW.LCK.S/T.3.5X20MM
407744,HC SCRW.LCK.S/T.3.5X22MM
407746,HC SCRW.LCK.S/T.3.5X24MM
407748,HC SCRW.LCK.S/T.3.5X26MM
407750,HC SCRW.LCK.S/T.3.5X28MM
407752,HC SCRW.LCK.S/T.3.5X30MM
407754,HC SCRW.LCK.S/T.3.5X32MM
407756,HC SCRW.LCK.S/T.3.5X34MM
407758,HC SCRW.LCK.S/T.3.5X36MM
407760,HC SCRW.CORT.S/T.3.5X10MM
407762,HC SCRW.CORT.S/T.3.5X12MM
407764,HC SCRW.CORT.S/T.3.5X14MM
407766,HC SCRW.CORT.S/T.3.5X16MM
407768,HC SCRW.CORT.S/T.3.5X18MM
407770,HC SCRW.CORT.S/T.3.5X20MM
407772,HC SCRW.CORT.S/T.3.5X22MM
407774,HC SCRW.CORT.S/T.3.5X24MM
407776,HC SCRW.LCK.S/T.3.5X38MM
407778,HC SCRW.LCK.S/T.3.5X40MM
407780,HC SCRW.LCK.S/T.3.5X45MM
407782,HC SCRW.LCK.S/T.3.5X80MM
407784,HC SCRW.LCK.S/T.3.5X50MM
407786,HC SCRW.LCK.S/T.3.5X55MM
407788,HC SCRW.LCK.S/T.3.5X60MM
407790,HC SCRW.LCK.S/T.3.5X65MM
407792,HC SCRW.LCK.S/T.3.5X70MM
407794,HC SCRW.LCK.S/T.3.5X75MM
407796,HC SCRW.CORT.S/T.3.5X26MM
407798,HC SCRW.CORT.S/T.3.5X28MM
407800,HC SCRW.CORT.S/T.3.5X30MM
407802,HC SCRW.CORT.S/T.3.5X32MM
407804,HC SCRW.CORT.S/T.3.5X34MM
407806,HC SCRW.CORT.S/T.3.5X36MM
407808,HC SCRW.CORT.S/T.3.5X38MM
407810,HC SCRW.CORT.S/T.3.5X40MM
407812,HC SCRW.CORT.S/T.3.5X45MM
407814,HC SCRW.CORT.S/T.3.5X50MM
407816,HC SCRW.CORT.S/T.3.5X55MM
407818,HC SCRW.CORT.S/T.3.5X60MM
407820,HC SCRW.CORT.S/T.3.5X65MM
407822,HC SCRW.CORT.S/T.3.5X70MM
407824,HC SCRW.CORT.S/T.3.5X75MM
407826,HC SCRW.CORT.S/T.3.5X80MM
407829,HC BRONCH THERAPEUTIC W/O PLEUREX
407830,HC TRACH-ESOPH VOICE PROS MD IN
407833,HC RELOAD.ECHELON.60.GRN
407835,HC RELOAD.ECHELON.60.GLD
407837,HC RELOAD.ECHELON.60.BL
407839,HC CUTTER.ECHELON.60.FLX.LNG
407841,HC KT.ETCO2.TU.SMPL.LNE.BL
407843,HC KT.ETCO2.WTR.TRAP.BL
407845,HC GRIPS.QC.SPO2.ADLT.DISP
407853,HC SPLNT.CUBITAL.TNL.SM/MED
407855,HC TU.FEED.JEJUNAL.NSL.8F
407857,HC TU.FEED.JEJUNAL.NSL.10F
407859,HC CATH.BALL.FOX.5X100X150
407861,HC CATH.BALL.FOX.5X120X150
407863,HC CATH.BALL.FOX.6X100X150
407865,HC CATH.BALL.FOX.6X120X150
407867,HC CATH.ARMADA14.2X20X150
407869,HC CATH.ARMADA14.2X40X150
407871,HC CATH.ARMADA14.2X80X150
407873,HC CATH.ARMADA14.2.5X20X150
407875,HC CATH.ARMADA14.2.5X40X150
407877,HC CATH.ARMADA14.2.5X80X150
407879,HC CATH.ARMADA14.3X20X150
407881,HC CATH.ARMADA14.3X80X150
407883,HC CATH.ARMADA14.4X20X150
407885,HC CATH.ARMADA14.4X40X150
407887,HC CATH.ARMADA14.4X80X150
407889,HC CATH.ARMADA35.7X20X135
407891,HC CATH.ARMADA35.7X40X135
407893,HC CATH.ARMADA35.7X60X135
407895,HC CATH.ARMADA35.7X100X135
407897,HC CATH.ARMADA35.7X120X135
407899,HC CATH.ARMADA35.8X20X135
407901,HC CATH.ARMADA35.8X40X135
407903,HC CATH.ARMADA35.8X60X135
407905,HC CATH.ARMADA35.9X20X135
407907,HC CATH.ARMADA35.9X40X135
407909,HC CATH.ARMADA35.9X60X135
407911,HC CATH.ARMADA35.10X20X135
407913,HC CATH.ARMADA35.10X40X135
407915,HC CATH.ARMADA35.10X60X135
407917,HC CATH.ARMADA35.12X20X135
407919,HC CATH.ARMADA35.12X40X135
407921,HC CATH.ARMADA35.12X60X135
407923,HC ST.BLOCKER.ENDBR.7F.65CM
407925,HC NDL.SNGL.HK.WRE.20G.100MM
407927,HC NDL.SNGL.HK.WRE.18G.100MM
407929,HC BLOCK.NDL.12G
407931,HC PL.GRID.IMB.BBC
407933,HC PL.PILLAR.IMB.BBV
407935,HC PL.SOLID.IMB
407937,HC SLV.FIDUCIAL
407939,HC BLOCK.NDL.18G
407941,HC SLV.NDL.18G
407943,HC KT.BN.BIOPSY.10GA.
407945,HC CATH.FOLEY.30CC.22FR.3WAY
407947,HC STNT.VIABAHN.6X2.5X120
407949,HC OR VISIPAQUE 270 50ML
407951,HC OR VISIPAQUE 270 100ML
407953,HC OR VISIPAQUE 270 150ML
407955,HC OR OMNIPAQUE 300 50ML
407957,HC OR OMNIPAQUE 300 100ML
423082,CANNABINOIDS (CONFIRM)
424004,"INSULIN RESPONSE TO GLUCOSE, 360 MINUTES"
424121,"URINE CULTURE, ROUTINE"
424124,HC WAVEGUIDE.EIGR.WIDE/FLAT
424126,HC RMR.LP.7MM.
424128,HC SLV.STAB.XCEL.5MM.
424130,HC BALL.CERV.18X40.W/STYLT.
424132,"HC CATH.DIST.ACC.038""X125CM."
424134,"HC CATH.DIST.ACC.038""X136CM."
424136,"HC CATH.DIST.ACC.044""X115CM."
424138,"HC CATH.DIST.ACC.044""X136CM."
424140,"HC CATH.DIST.ACC.057""X115CM."
424142,"HC CATH.DIST.ACC.057""X125CM."
424144,"HC CATH.DIST.ACC.070""X105CM."
424146,"HC CATH.DIST.ACC.070""X120CM."
424148,HC CATH.MICRO.SHAPE.45.150X6
424150,HC CATH.MICRO.SHAPE.90.150X6
424152,HC CATH.MICRO.SHAPE.J.150X6.
424154,HC CATH.MICRO.SHAPE.C.150X6.
424156,HC CATH.MICRO.SHAPE.S.150X6.
424158,HC CATH.MICRO.SHAPE.C.150X6.
424160,HC CATH.MICRO.STRT.135X6.
424162,HC CATH.MICRO.FLXSTRT.135X18
424164,HC CATH.MICRO.PRESHAP.135X6
424166,HC CATH.MICRO.FLXSHAP.135X18
424168,HC CATH.MICRO.STRT.150X6.
424170,HC CATH.MICRO.FLXSTRT.150X18
424172,HC CATH.MICRO.PRESHAP.150X6
424174,HC CATH.MICRO.FLXSHAP.150X18
424176,HC GW.SYNCHRO2.SFT.300CM.
424178,HC GW.SYNCHRO2.STD.300CM.
424180,HC DEV.INZONE.DTCH.SYS.
424182,HC DEV.INZONE.DTCH.SYS.
424184,HC CBL.CONN.INZONE.DTCH.SYS.
424186,HC LINER.SOFT.F/SPICA.
424188,HC PEEK.SM.PARALLEL.24MM.
424190,HC PL.SHRT.2.0MM.6H.BSSO.
424192,HC SCRW.LP.CANN.TIT.6.7X120
424194,HC PL.CLAV.LCP.5H.LT.94MM.
424196,HC PL.FIB.5H.RT.99MM.STRL.
424198,HC RING.ANLPLS.PHYSIO.II.28
424200,HC RING.ANLPLS.PHYSIO.II.30
424202,HC RING.ANLPLS.PHYSIO.II.32
424204,HC RING.ANLPLS.PHYSIO.II.34
424206,HC RING.ANLPLS.PHYSIO.II.36
424208,HC RING.ANLPLS.PHYSIO.II.26
424210,"HC STM.SOL.SYS.18MM.8"".LT."
424212,HC IMP.BRST.SAL.240-270CC
424214,HC COIL.DTCH.360.ULT.1X2.
424216,HC COIL.DTCH.360.ULT.1X3.
424218,HC COIL.DTCH.360.ULT.1.5X2.
424220,HC COIL.DTCH.360.ULT.1.5X3.
424222,HC COIL.DTCH.360.ULT.1.5X4.
424224,HC COIL.DTCH.360.ULT.2X3.
424226,HC COIL.DTCH.360.ULT.2X4.
424228,HC COIL.DTCH.360.ULT.2X6.
424230,HC COIL.DTCH.360.ULT.2.5X4.
424232,HC COIL.DTCH.360.ULT.3X4.
424234,HC COIL.DTCH.360.ULT.3X6.
424236,HC COIL.DTCH.360.ULT.3X8.
424238,HC COIL.DTCH.360.ULT.3X10.
424240,HC COIL.DTCH.360.ULT.4X6.
424242,HC COIL.DTCH.360.ULT.4X8.
424244,HC COIL.DTCH.360.ULT.4X10.
424246,HC COIL.DTCH.360.ULT.4X15.
424248,HC COIL.DTCH.360.ULT.5X10.
424250,HC COIL.DTCH.360.ULT.5X15.
424252,HC COIL.DTCH.HEL.ULT.2X1.
424254,HC COIL.DTCH.HEL.ULT.2X2.
424256,HC COIL.DTCH.HEL.ULT.2X3.
424258,HC COIL.DTCH.HEL.ULT.2X4.
424260,HC COIL.DTCH.HEL.ULT.2X6.
424262,HC COIL.DTCH.HEL.ULT.2X8.
424264,HC COIL.DTCH.HEL.ULT.2.5X3.
424266,HC COIL.DTCH.HEL.ULT.2.5X4.
424268,HC COIL.DTCH.HEL.ULT.2.5X6.
424270,HC COIL.DTCH.HEL.ULT.3X4.
424272,HC FEM.VANG.DIST.65X10 RL/LM
424276,HC SURGIFOAM.HEMO.PWD.1.GRAM
424278,HC CATH.LUBRI.22FRX30CC.RD
424280,"HC EZEFORM.1/8X12X18"".WHT"
424284,HC BRA.NURS.XL.BLUSH
424286,HC BRA.NURS.LG.BLUSH
424288,HC BRA.NURS.MED.BLUSH
424290,HC BRA.NURS.SM.BLUSH
424292,HC DIL.UT.HEGAR.D/E.1-2MM
424294,HC DIL.UT.HEGAR.D/E.3-4MM
424296,HC DIL.UT.HEGAR.D/E.5-6MM
424298,HC DIL.UT.HEGAR.D/E.7-8MM
424300,HC DIL.UT.HEGAR.D/E.9-10MM
424302,HC DIL.UT.HEGAR.D/E.11-12MM
424304,HC DIL.UT.HEGAR.D/E.13-14MM
